timestamp,site,stage,sameSite,name,value,domain,path,expires,httpOnly,secure
1626353246911,"https://www.site1.com","after","Lax","OptanonAlertBoxClosed","2021-07-15T12:47:26.869Z","site1.com","/",1657889246,false,false
1626353246911,"https://www.site1.com","after","Lax","OptanonConsent","isIABGlobal=false&datestamp=Thu+Jul+15+2021+14%3A47%3A26+GMT%2B0200+(Central+European+Summer+Time)&version=5.12.0&landingPath=NotLandingPage&groups=C0002%3A1%2CC0003%3A1%2CC0004%3A1%2CC0001%3A1&hosts=&consentId=b9a031c1-3eef-4b35-b6b3-ae84ebd4f63d&interactionCount=1","site1.com","/",1657889246,false,false
